[0000158818ns] mycpu : pc = 1c0122c8, inst = 14c6664c, reg = 12, val = 63332000
[0000158820ns] mycpu : pc = 1c0122cc, inst = 0291298c, reg = 12, val = 6333244a
[0000158832ns] mycpu : pc = 1c0122d0, inst = 1400000d, reg = 13, val = 00000000
[0000158842ns] mycpu : pc = 1c0122d4, inst = 028001ad, reg = 13, val = 00000000
[0000158844ns] mycpu : pc = 1c0122d8, inst = 1400000b, reg = 11, val = 00000000
[0000158846ns] mycpu : pc = 1c0122dc, inst = 0280016b, reg = 11, val = 00000000
[0000158858ns] mycpu : pc = 1c0122e0, inst = 0014b58a, reg = 10, val = 00000000
[0000158872ns] mycpu : pc = 1c0122e4, inst = 5c09cd4b, reg = 00, val = 00000000
[0000158874ns] mycpu : pc = 1c0122e8, inst = 15d9084c, reg = 12, val = ec842000
[0000158876ns] mycpu : pc = 1c0122ec, inst = 0291698c, reg = 12, val = ec84245a
[0000158886ns] mycpu : pc = 1c0122f0, inst = 1400000d, reg = 13, val = 00000000
[0000158904ns] mycpu : pc = 1c0122f4, inst = 028001ad, reg = 13, val = 00000000
[0000158906ns] mycpu : pc = 1c0122f8, inst = 1400000b, reg = 11, val = 00000000
[0000158908ns] mycpu : pc = 1c0122fc, inst = 0280016b, reg = 11, val = 00000000
[0000158922ns] mycpu : pc = 1c012300, inst = 0014b58a, reg = 10, val = 00000000
[0000158932ns] mycpu : pc = 1c012304, inst = 5c09ad4b, reg = 00, val = 00000000
[0000158934ns] mycpu : pc = 1c012308, inst = 1545b64c, reg = 12, val = a2db2000
[0000158936ns] mycpu : pc = 1c01230c, inst = 02bb618c, reg = 12, val = a2db1ed8
[0000158950ns] mycpu : pc = 1c012310, inst = 1400000d, reg = 13, val = 00000000
[0000158960ns] mycpu : pc = 1c012314, inst = 028001ad, reg = 13, val = 00000000
[0000158962ns] mycpu : pc = 1c012318, inst = 1400000b, reg = 11, val = 00000000
[0000158964ns] mycpu : pc = 1c01231c, inst = 0280016b, reg = 11, val = 00000000
[0000158978ns] mycpu : pc = 1c012320, inst = 0014b58a, reg = 10, val = 00000000
[0000158988ns] mycpu : pc = 1c012324, inst = 5c098d4b, reg = 00, val = 00000000
[0000158990ns] mycpu : pc = 1c012328, inst = 147453ac, reg = 12, val = 3a29d000
[0000158992ns] mycpu : pc = 1c01232c, inst = 0280018c, reg = 12, val = 3a29d000
[0000159002ns] mycpu : pc = 1c012330, inst = 1400000d, reg = 13, val = 00000000
[0000159022ns] mycpu : pc = 1c012334, inst = 028001ad, reg = 13, val = 00000000
[0000159024ns] mycpu : pc = 1c012338, inst = 1400000b, reg = 11, val = 00000000
[0000159026ns] mycpu : pc = 1c01233c, inst = 0280016b, reg = 11, val = 00000000
[0000159040ns] mycpu : pc = 1c012340, inst = 0014b58a, reg = 10, val = 00000000
[0000159050ns] mycpu : pc = 1c012344, inst = 5c096d4b, reg = 00, val = 00000000
[0000159052ns] mycpu : pc = 1c012348, inst = 14d6c76c, reg = 12, val = 6b63b000
[0000159054ns] mycpu : pc = 1c01234c, inst = 02a0018c, reg = 12, val = 6b63a800
[0000159068ns] mycpu : pc = 1c012350, inst = 1400000d, reg = 13, val = 00000000
[0000159088ns] mycpu : pc = 1c012354, inst = 028001ad, reg = 13, val = 00000000
[0000159090ns] mycpu : pc = 1c012358, inst = 1400000b, reg = 11, val = 00000000
[0000159092ns] mycpu : pc = 1c01235c, inst = 0280016b, reg = 11, val = 00000000
[0000159106ns] mycpu : pc = 1c012360, inst = 0014b58a, reg = 10, val = 00000000
[0000159122ns] mycpu : pc = 1c012364, inst = 5c094d4b, reg = 00, val = 00000000
[0000159124ns] mycpu : pc = 1c012368, inst = 15ed4fac, reg = 12, val = f6a7d000
[0000159126ns] mycpu : pc = 1c01236c, inst = 0284c18c, reg = 12, val = f6a7d130
[0000159138ns] mycpu : pc = 1c012370, inst = 1400000d, reg = 13, val = 00000000
[0000159150ns] mycpu : pc = 1c012374, inst = 028001ad, reg = 13, val = 00000000
[0000159152ns] mycpu : pc = 1c012378, inst = 1400000b, reg = 11, val = 00000000
[0000159154ns] mycpu : pc = 1c01237c, inst = 0280016b, reg = 11, val = 00000000
[0000159170ns] mycpu : pc = 1c012380, inst = 0014b58a, reg = 10, val = 00000000
[0000159184ns] mycpu : pc = 1c012384, inst = 5c092d4b, reg = 00, val = 00000000
[0000159186ns] mycpu : pc = 1c012388, inst = 14006bac, reg = 12, val = 0035d000
[0000159188ns] mycpu : pc = 1c01238c, inst = 02bdfd8c, reg = 12, val = 0035cf7f
[0000159212ns] mycpu : pc = 1c012390, inst = 1400000d, reg = 13, val = 00000000
[0000159226ns] mycpu : pc = 1c012394, inst = 028001ad, reg = 13, val = 00000000
[0000159228ns] mycpu : pc = 1c012398, inst = 1400000b, reg = 11, val = 00000000
[0000159230ns] mycpu : pc = 1c01239c, inst = 0280016b, reg = 11, val = 00000000
[0000159240ns] mycpu : pc = 1c0123a0, inst = 0014b58a, reg = 10, val = 00000000
[0000159252ns] mycpu : pc = 1c0123a4, inst = 5c090d4b, reg = 00, val = 00000000
[0000159254ns] mycpu : pc = 1c0123a8, inst = 1403f0ec, reg = 12, val = 01f87000
[0000159256ns] mycpu : pc = 1c0123ac, inst = 02a5818c, reg = 12, val = 01f86960
[0000159272ns] mycpu : pc = 1c0123b0, inst = 1400000d, reg = 13, val = 00000000
[0000159292ns] mycpu : pc = 1c0123b4, inst = 028001ad, reg = 13, val = 00000000
[0000159294ns] mycpu : pc = 1c0123b8, inst = 1400000b, reg = 11, val = 00000000
[0000159296ns] mycpu : pc = 1c0123bc, inst = 0280016b, reg = 11, val = 00000000
[0000159308ns] mycpu : pc = 1c0123c0, inst = 0014b58a, reg = 10, val = 00000000
[0000159328ns] mycpu : pc = 1c0123c4, inst = 5c08ed4b, reg = 00, val = 00000000
[0000159330ns] mycpu : pc = 1c0123c8, inst = 140551ac, reg = 12, val = 02a8d000
[0000159332ns] mycpu : pc = 1c0123cc, inst = 02a1418c, reg = 12, val = 02a8c850
[0000159342ns] mycpu : pc = 1c0123d0, inst = 1400000d, reg = 13, val = 00000000
[0000159360ns] mycpu : pc = 1c0123d4, inst = 028001ad, reg = 13, val = 00000000
[0000159362ns] mycpu : pc = 1c0123d8, inst = 1400000b, reg = 11, val = 00000000
[0000159364ns] mycpu : pc = 1c0123dc, inst = 0280016b, reg = 11, val = 00000000
[0000159384ns] mycpu : pc = 1c0123e0, inst = 0014b58a, reg = 10, val = 00000000
[0000159396ns] mycpu : pc = 1c0123e4, inst = 5c08cd4b, reg = 00, val = 00000000
[0000159398ns] mycpu : pc = 1c0123e8, inst = 15ff602c, reg = 12, val = ffb01000
[0000159400ns] mycpu : pc = 1c0123ec, inst = 02afc18c, reg = 12, val = ffb00bf0
[0000159414ns] mycpu : pc = 1c0123f0, inst = 1400000d, reg = 13, val = 00000000
[0000159428ns] mycpu : pc = 1c0123f4, inst = 028001ad, reg = 13, val = 00000000
[0000159430ns] mycpu : pc = 1c0123f8, inst = 1400000b, reg = 11, val = 00000000
[0000159432ns] mycpu : pc = 1c0123fc, inst = 0280016b, reg = 11, val = 00000000
[0000159446ns] mycpu : pc = 1c012400, inst = 0014b58a, reg = 10, val = 00000000
[0000159456ns] mycpu : pc = 1c012404, inst = 5c08ad4b, reg = 00, val = 00000000
[0000159458ns] mycpu : pc = 1c012408, inst = 146d122c, reg = 12, val = 36891000
[0000159460ns] mycpu : pc = 1c01240c, inst = 02b5a98c, reg = 12, val = 36890d6a
[0000159474ns] mycpu : pc = 1c012410, inst = 1400000d, reg = 13, val = 00000000
[0000159486ns] mycpu : pc = 1c012414, inst = 028001ad, reg = 13, val = 00000000
[0000159488ns] mycpu : pc = 1c012418, inst = 1400000b, reg = 11, val = 00000000
[0000159490ns] mycpu : pc = 1c01241c, inst = 0280016b, reg = 11, val = 00000000
[0000159500ns] mycpu : pc = 1c012420, inst = 0014b58a, reg = 10, val = 00000000
[0000159520ns] mycpu : pc = 1c012424, inst = 5c088d4b, reg = 00, val = 00000000
[0000159522ns] mycpu : pc = 1c012428, inst = 141a3e6c, reg = 12, val = 0d1f3000
[0000159524ns] mycpu : pc = 1c01242c, inst = 02b2f98c, reg = 12, val = 0d1f2cbe
[0000159536ns] mycpu : pc = 1c012430, inst = 1400000d, reg = 13, val = 00000000
[0000159550ns] mycpu : pc = 1c012434, inst = 028001ad, reg = 13, val = 00000000
[0000159552ns] mycpu : pc = 1c012438, inst = 1400000b, reg = 11, val = 00000000
[0000159554ns] mycpu : pc = 1c01243c, inst = 0280016b, reg = 11, val = 00000000
[0000159564ns] mycpu : pc = 1c012440, inst = 0014b58a, reg = 10, val = 00000000
[0000159580ns] mycpu : pc = 1c012444, inst = 5c086d4b, reg = 00, val = 00000000
[0000159582ns] mycpu : pc = 1c012448, inst = 149c406c, reg = 12, val = 4e203000
[0000159584ns] mycpu : pc = 1c01244c, inst = 02b1e18c, reg = 12, val = 4e202c78
[0000159596ns] mycpu : pc = 1c012450, inst = 1400000d, reg = 13, val = 00000000
[0000159608ns] mycpu : pc = 1c012454, inst = 028001ad, reg = 13, val = 00000000
[0000159610ns] mycpu : pc = 1c012458, inst = 1400000b, reg = 11, val = 00000000
[0000159612ns] mycpu : pc = 1c01245c, inst = 0280016b, reg = 11, val = 00000000
[0000159626ns] mycpu : pc = 1c012460, inst = 0014b58a, reg = 10, val = 00000000
[0000159638ns] mycpu : pc = 1c012464, inst = 5c084d4b, reg = 00, val = 00000000
[0000159640ns] mycpu : pc = 1c012468, inst = 15dfd6ac, reg = 12, val = efeb5000
[0000159642ns] mycpu : pc = 1c01246c, inst = 0288a98c, reg = 12, val = efeb522a
[0000159662ns] mycpu : pc = 1c012470, inst = 1400000d, reg = 13, val = 00000000
[0000159676ns] mycpu : pc = 1c012474, inst = 028001ad, reg = 13, val = 00000000
[0000159678ns] mycpu : pc = 1c012478, inst = 1400000b, reg = 11, val = 00000000
[0000159680ns] mycpu : pc = 1c01247c, inst = 0280016b, reg = 11, val = 00000000
[0000159690ns] mycpu : pc = 1c012480, inst = 0014b58a, reg = 10, val = 00000000
[0000159700ns] mycpu : pc = 1c012484, inst = 5c082d4b, reg = 00, val = 00000000
[0000159702ns] mycpu : pc = 1c012488, inst = 151fbc2c, reg = 12, val = 8fde1000
[0000159704ns] mycpu : pc = 1c01248c, inst = 0285b98c, reg = 12, val = 8fde116e
[0000159716ns] mycpu : pc = 1c012490, inst = 1400000d, reg = 13, val = 00000000
[0000159736ns] mycpu : pc = 1c012494, inst = 028001ad, reg = 13, val = 00000000
[0000159738ns] mycpu : pc = 1c012498, inst = 1400000b, reg = 11, val = 00000000
[0000159740ns] mycpu : pc = 1c01249c, inst = 0280016b, reg = 11, val = 00000000
[0000159760ns] mycpu : pc = 1c0124a0, inst = 0014b58a, reg = 10, val = 00000000
[0000159778ns] mycpu : pc = 1c0124a4, inst = 5c080d4b, reg = 00, val = 00000000
[0000159780ns] mycpu : pc = 1c0124a8, inst = 145d69ec, reg = 12, val = 2eb4f000
[0000159782ns] mycpu : pc = 1c0124ac, inst = 029d618c, reg = 12, val = 2eb4f758
[0000159796ns] mycpu : pc = 1c0124b0, inst = 1400000d, reg = 13, val = 00000000
[0000159812ns] mycpu : pc = 1c0124b4, inst = 028001ad, reg = 13, val = 00000000
[0000159814ns] mycpu : pc = 1c0124b8, inst = 1400000b, reg = 11, val = 00000000
[0000159816ns] mycpu : pc = 1c0124bc, inst = 0280016b, reg = 11, val = 00000000
[0000159830ns] mycpu : pc = 1c0124c0, inst = 0014b58a, reg = 10, val = 00000000
[0000159848ns] mycpu : pc = 1c0124c4, inst = 5c07ed4b, reg = 00, val = 00000000
[0000159850ns] mycpu : pc = 1c0124c8, inst = 15f0d76c, reg = 12, val = f86bb000
[0000159852ns] mycpu : pc = 1c0124cc, inst = 02b0f98c, reg = 12, val = f86bac3e
[0000159866ns] mycpu : pc = 1c0124d0, inst = 1400000d, reg = 13, val = 00000000
[0000159878ns] mycpu : pc = 1c0124d4, inst = 028001ad, reg = 13, val = 00000000
[0000159880ns] mycpu : pc = 1c0124d8, inst = 1400000b, reg = 11, val = 00000000
[0000159882ns] mycpu : pc = 1c0124dc, inst = 0280016b, reg = 11, val = 00000000
[0000159900ns] mycpu : pc = 1c0124e0, inst = 0014b58a, reg = 10, val = 00000000
[0000159914ns] mycpu : pc = 1c0124e4, inst = 5c07cd4b, reg = 00, val = 00000000
[0000159916ns] mycpu : pc = 1c0124e8, inst = 1426c8cc, reg = 12, val = 13646000
[0000159918ns] mycpu : pc = 1c0124ec, inst = 02ae758c, reg = 12, val = 13645b9d
[0000159936ns] mycpu : pc = 1c0124f0, inst = 1400000d, reg = 13, val = 00000000
[0000159952ns] mycpu : pc = 1c0124f4, inst = 028001ad, reg = 13, val = 00000000
[0000159954ns] mycpu : pc = 1c0124f8, inst = 1400000b, reg = 11, val = 00000000
[0000159956ns] mycpu : pc = 1c0124fc, inst = 0280016b, reg = 11, val = 00000000
[0000159974ns] mycpu : pc = 1c012500, inst = 0014b58a, reg = 10, val = 00000000
[0000159986ns] mycpu : pc = 1c012504, inst = 5c07ad4b, reg = 00, val = 00000000
[0000159988ns] mycpu : pc = 1c012508, inst = 144315cc, reg = 12, val = 218ae000
[0000159990ns] mycpu : pc = 1c01250c, inst = 029e658c, reg = 12, val = 218ae799
[0000160002ns] mycpu : pc = 1c012510, inst = 1400000d, reg = 13, val = 00000000
[0000160020ns] mycpu : pc = 1c012514, inst = 028001ad, reg = 13, val = 00000000
[0000160022ns] mycpu : pc = 1c012518, inst = 1400000b, reg = 11, val = 00000000
[0000160024ns] mycpu : pc = 1c01251c, inst = 0280016b, reg = 11, val = 00000000
[0000160038ns] mycpu : pc = 1c012520, inst = 0014b58a, reg = 10, val = 00000000
[0000160052ns] mycpu : pc = 1c012524, inst = 5c078d4b, reg = 00, val = 00000000
[0000160054ns] mycpu : pc = 1c012528, inst = 15487cac, reg = 12, val = a43e5000
[0000160056ns] mycpu : pc = 1c01252c, inst = 02ba518c, reg = 12, val = a43e4e94
[0000160070ns] mycpu : pc = 1c012530, inst = 1400000d, reg = 13, val = 00000000
[0000160100ns] mycpu : pc = 1c012534, inst = 028001ad, reg = 13, val = 00000000
[0000160102ns] mycpu : pc = 1c012538, inst = 1400000b, reg = 11, val = 00000000
[0000160104ns] mycpu : pc = 1c01253c, inst = 0280016b, reg = 11, val = 00000000
[0000160118ns] mycpu : pc = 1c012540, inst = 0014b58a, reg = 10, val = 00000000
[0000160138ns] mycpu : pc = 1c012544, inst = 5c076d4b, reg = 00, val = 00000000
[0000160140ns] mycpu : pc = 1c012548, inst = 1431544c, reg = 12, val = 18aa2000
[0000160142ns] mycpu : pc = 1c01254c, inst = 02a5018c, reg = 12, val = 18aa1940
[0000160158ns] mycpu : pc = 1c012550, inst = 1400000d, reg = 13, val = 00000000
[0000160172ns] mycpu : pc = 1c012554, inst = 028001ad, reg = 13, val = 00000000
[0000160174ns] mycpu : pc = 1c012558, inst = 1400000b, reg = 11, val = 00000000
[0000160176ns] mycpu : pc = 1c01255c, inst = 0280016b, reg = 11, val = 00000000
[0000160188ns] mycpu : pc = 1c012560, inst = 0014b58a, reg = 10, val = 00000000
[0000160204ns] mycpu : pc = 1c012564, inst = 5c074d4b, reg = 00, val = 00000000
[0000160206ns] mycpu : pc = 1c012568, inst = 15d54d6c, reg = 12, val = eaa6b000
[0000160208ns] mycpu : pc = 1c01256c, inst = 028f418c, reg = 12, val = eaa6b3d0
[0000160222ns] mycpu : pc = 1c012570, inst = 1400000d, reg = 13, val = 00000000
[0000160238ns] mycpu : pc = 1c012574, inst = 028001ad, reg = 13, val = 00000000
[0000160240ns] mycpu : pc = 1c012578, inst = 1400000b, reg = 11, val = 00000000
[0000160242ns] mycpu : pc = 1c01257c, inst = 0280016b, reg = 11, val = 00000000
[0000160252ns] mycpu : pc = 1c012580, inst = 0014b58a, reg = 10, val = 00000000
[0000160268ns] mycpu : pc = 1c012584, inst = 5c072d4b, reg = 00, val = 00000000
[0000160270ns] mycpu : pc = 1c012588, inst = 1410b22c, reg = 12, val = 08591000
[0000160272ns] mycpu : pc = 1c01258c, inst = 029a718c, reg = 12, val = 0859169c
[0000160284ns] mycpu : pc = 1c012590, inst = 1400000d, reg = 13, val = 00000000
[0000160294ns] mycpu : pc = 1c012594, inst = 028001ad, reg = 13, val = 00000000
[0000160296ns] mycpu : pc = 1c012598, inst = 1400000b, reg = 11, val = 00000000
[0000160298ns] mycpu : pc = 1c01259c, inst = 0280016b, reg = 11, val = 00000000
[0000160308ns] mycpu : pc = 1c0125a0, inst = 0014b58a, reg = 10, val = 00000000
[0000160318ns] mycpu : pc = 1c0125a4, inst = 5c070d4b, reg = 00, val = 00000000
[0000160320ns] mycpu : pc = 1c0125a8, inst = 140b6eec, reg = 12, val = 05b77000
[0000160322ns] mycpu : pc = 1c0125ac, inst = 029c818c, reg = 12, val = 05b77720
[0000160332ns] mycpu : pc = 1c0125b0, inst = 1400000d, reg = 13, val = 00000000
[0000160342ns] mycpu : pc = 1c0125b4, inst = 028001ad, reg = 13, val = 00000000
[0000160344ns] mycpu : pc = 1c0125b8, inst = 1400000b, reg = 11, val = 00000000
[0000160346ns] mycpu : pc = 1c0125bc, inst = 0280016b, reg = 11, val = 00000000
[0000160358ns] mycpu : pc = 1c0125c0, inst = 0014b58a, reg = 10, val = 00000000
[0000160370ns] mycpu : pc = 1c0125c4, inst = 5c06ed4b, reg = 00, val = 00000000
[0000160372ns] mycpu : pc = 1c0125c8, inst = 159fdc6c, reg = 12, val = cfee3000
[0000160374ns] mycpu : pc = 1c0125cc, inst = 0282518c, reg = 12, val = cfee3094
[0000160392ns] mycpu : pc = 1c0125d0, inst = 1400000d, reg = 13, val = 00000000
[0000160412ns] mycpu : pc = 1c0125d4, inst = 028001ad, reg = 13, val = 00000000
[0000160414ns] mycpu : pc = 1c0125d8, inst = 1400000b, reg = 11, val = 00000000
[0000160416ns] mycpu : pc = 1c0125dc, inst = 0280016b, reg = 11, val = 00000000
[0000160428ns] mycpu : pc = 1c0125e0, inst = 0014b58a, reg = 10, val = 00000000
[0000160452ns] mycpu : pc = 1c0125e4, inst = 5c06cd4b, reg = 00, val = 00000000
[0000160454ns] mycpu : pc = 1c0125e8, inst = 1565dcec, reg = 12, val = b2ee7000
[0000160456ns] mycpu : pc = 1c0125ec, inst = 02a6918c, reg = 12, val = b2ee69a4
[0000160468ns] mycpu : pc = 1c0125f0, inst = 1400000d, reg = 13, val = 00000000
[0000160484ns] mycpu : pc = 1c0125f4, inst = 028001ad, reg = 13, val = 00000000
[0000160486ns] mycpu : pc = 1c0125f8, inst = 1400000b, reg = 11, val = 00000000
[0000160488ns] mycpu : pc = 1c0125fc, inst = 0280016b, reg = 11, val = 00000000
[0000160502ns] mycpu : pc = 1c012600, inst = 0014b58a, reg = 10, val = 00000000
[0000160518ns] mycpu : pc = 1c012604, inst = 5c06ad4b, reg = 00, val = 00000000
[0000160520ns] mycpu : pc = 1c012608, inst = 153ee7ac, reg = 12, val = 9f73d000
[0000160522ns] mycpu : pc = 1c01260c, inst = 02b3b18c, reg = 12, val = 9f73ccec
[0000160532ns] mycpu : pc = 1c012610, inst = 1400000d, reg = 13, val = 00000000
[0000160548ns] mycpu : pc = 1c012614, inst = 028001ad, reg = 13, val = 00000000
[0000160550ns] mycpu : pc = 1c012618, inst = 1400000b, reg = 11, val = 00000000
[0000160552ns] mycpu : pc = 1c01261c, inst = 0280016b, reg = 11, val = 00000000
[0000160566ns] mycpu : pc = 1c012620, inst = 0014b58a, reg = 10, val = 00000000
[0000160582ns] mycpu : pc = 1c012624, inst = 5c068d4b, reg = 00, val = 00000000
[0000160584ns] mycpu : pc = 1c012628, inst = 150e13cc, reg = 12, val = 8709e000
[0000160586ns] mycpu : pc = 1c01262c, inst = 0284f98c, reg = 12, val = 8709e13e
[0000160596ns] mycpu : pc = 1c012630, inst = 1400000d, reg = 13, val = 00000000
[0000160618ns] mycpu : pc = 1c012634, inst = 028001ad, reg = 13, val = 00000000
[0000160620ns] mycpu : pc = 1c012638, inst = 1400000b, reg = 11, val = 00000000
[0000160622ns] mycpu : pc = 1c01263c, inst = 0280016b, reg = 11, val = 00000000
[0000160634ns] mycpu : pc = 1c012640, inst = 0014b58a, reg = 10, val = 00000000
[0000160646ns] mycpu : pc = 1c012644, inst = 5c066d4b, reg = 00, val = 00000000
[0000160648ns] mycpu : pc = 1c012648, inst = 1400000c, reg = 12, val = 00000000
[0000160650ns] mycpu : pc = 1c01264c, inst = 0280018c, reg = 12, val = 00000000
[0000160662ns] mycpu : pc = 1c012650, inst = 14f1a14d, reg = 13, val = 78d0a000
[0000160680ns] mycpu : pc = 1c012654, inst = 029761ad, reg = 13, val = 78d0a5d8
[0000160682ns] mycpu : pc = 1c012658, inst = 1400000b, reg = 11, val = 00000000
[0000160684ns] mycpu : pc = 1c01265c, inst = 0280016b, reg = 11, val = 00000000
[0000160698ns] mycpu : pc = 1c012660, inst = 0014b58a, reg = 10, val = 00000000
[0000160716ns] mycpu : pc = 1c012664, inst = 5c064d4b, reg = 00, val = 00000000
[0000160718ns] mycpu : pc = 1c012668, inst = 1400000c, reg = 12, val = 00000000
[0000160720ns] mycpu : pc = 1c01266c, inst = 0280018c, reg = 12, val = 00000000
[0000160732ns] mycpu : pc = 1c012670, inst = 1597084d, reg = 13, val = cb842000
[0000160754ns] mycpu : pc = 1c012674, inst = 02b879ad, reg = 13, val = cb841e1e
[0000160756ns] mycpu : pc = 1c012678, inst = 1400000b, reg = 11, val = 00000000
[0000160758ns] mycpu : pc = 1c01267c, inst = 0280016b, reg = 11, val = 00000000
[0000160772ns] mycpu : pc = 1c012680, inst = 0014b58a, reg = 10, val = 00000000
[0000160786ns] mycpu : pc = 1c012684, inst = 5c062d4b, reg = 00, val = 00000000
[0000160788ns] mycpu : pc = 1c012688, inst = 1400000c, reg = 12, val = 00000000
[0000160790ns] mycpu : pc = 1c01268c, inst = 0280018c, reg = 12, val = 00000000
[0000160806ns] mycpu : pc = 1c012690, inst = 14b84acd, reg = 13, val = 5c256000
[0000160826ns] mycpu : pc = 1c012694, inst = 029c41ad, reg = 13, val = 5c256710
[0000160828ns] mycpu : pc = 1c012698, inst = 1400000b, reg = 11, val = 00000000
[0000160830ns] mycpu : pc = 1c01269c, inst = 0280016b, reg = 11, val = 00000000
[0000160842ns] mycpu : pc = 1c0126a0, inst = 0014b58a, reg = 10, val = 00000000
[0000160852ns] mycpu : pc = 1c0126a4, inst = 5c060d4b, reg = 00, val = 00000000
[0000160854ns] mycpu : pc = 1c0126a8, inst = 1400000c, reg = 12, val = 00000000
[0000160856ns] mycpu : pc = 1c0126ac, inst = 0280018c, reg = 12, val = 00000000
[0000160874ns] mycpu : pc = 1c0126b0, inst = 15b891ed, reg = 13, val = dc48f000
[0000160888ns] mycpu : pc = 1c0126b4, inst = 02bc09ad, reg = 13, val = dc48ef02
[0000160890ns] mycpu : pc = 1c0126b8, inst = 1400000b, reg = 11, val = 00000000
[0000160892ns] mycpu : pc = 1c0126bc, inst = 0280016b, reg = 11, val = 00000000
[0000160906ns] mycpu : pc = 1c0126c0, inst = 0014b58a, reg = 10, val = 00000000
[0000160930ns] mycpu : pc = 1c0126c4, inst = 5c05ed4b, reg = 00, val = 00000000
[0000160932ns] mycpu : pc = 1c0126c8, inst = 1400000c, reg = 12, val = 00000000
[0000160934ns] mycpu : pc = 1c0126cc, inst = 0280018c, reg = 12, val = 00000000
[0000160944ns] mycpu : pc = 1c0126d0, inst = 1498ac4d, reg = 13, val = 4c562000
[0000160958ns] mycpu : pc = 1c0126d4, inst = 029765ad, reg = 13, val = 4c5625d9
[0000160960ns] mycpu : pc = 1c0126d8, inst = 1400000b, reg = 11, val = 00000000
[0000160962ns] mycpu : pc = 1c0126dc, inst = 0280016b, reg = 11, val = 00000000
[0000160972ns] mycpu : pc = 1c0126e0, inst = 0014b58a, reg = 10, val = 00000000
[0000160982ns] mycpu : pc = 1c0126e4, inst = 5c05cd4b, reg = 00, val = 00000000
[0000160984ns] mycpu : pc = 1c0126e8, inst = 1400000c, reg = 12, val = 00000000
[0000160986ns] mycpu : pc = 1c0126ec, inst = 0280018c, reg = 12, val = 00000000
[0000161000ns] mycpu : pc = 1c0126f0, inst = 14ea304d, reg = 13, val = 75182000
[0000161014ns] mycpu : pc = 1c0126f4, inst = 0295f5ad, reg = 13, val = 7518257d
[0000161016ns] mycpu : pc = 1c0126f8, inst = 1400000b, reg = 11, val = 00000000
[0000161018ns] mycpu : pc = 1c0126fc, inst = 0280016b, reg = 11, val = 00000000
[0000161030ns] mycpu : pc = 1c012700, inst = 0014b58a, reg = 10, val = 00000000
[0000161040ns] mycpu : pc = 1c012704, inst = 5c05ad4b, reg = 00, val = 00000000
[0000161042ns] mycpu : pc = 1c012708, inst = 1400000c, reg = 12, val = 00000000
[0000161044ns] mycpu : pc = 1c01270c, inst = 0280018c, reg = 12, val = 00000000
[0000161058ns] mycpu : pc = 1c012710, inst = 14adaead, reg = 13, val = 56d75000
[0000161072ns] mycpu : pc = 1c012714, inst = 0287c1ad, reg = 13, val = 56d751f0
[0000161074ns] mycpu : pc = 1c012718, inst = 1400000b, reg = 11, val = 00000000
[0000161076ns] mycpu : pc = 1c01271c, inst = 0280016b, reg = 11, val = 00000000
[0000161088ns] mycpu : pc = 1c012720, inst = 0014b58a, reg = 10, val = 00000000
[0000161114ns] mycpu : pc = 1c012724, inst = 5c058d4b, reg = 00, val = 00000000
[0000161116ns] mycpu : pc = 1c012728, inst = 1400000c, reg = 12, val = 00000000
[0000161118ns] mycpu : pc = 1c01272c, inst = 0280018c, reg = 12, val = 00000000
[0000161132ns] mycpu : pc = 1c012730, inst = 159bfdad, reg = 13, val = cdfed000
[0000161150ns] mycpu : pc = 1c012734, inst = 02b4e5ad, reg = 13, val = cdfecd39
[0000161152ns] mycpu : pc = 1c012738, inst = 1400000b, reg = 11, val = 00000000
[0000161154ns] mycpu : pc = 1c01273c, inst = 0280016b, reg = 11, val = 00000000
[0000161164ns] mycpu : pc = 1c012740, inst = 0014b58a, reg = 10, val = 00000000
[0000161176ns] mycpu : pc = 1c012744, inst = 5c056d4b, reg = 00, val = 00000000
[0000161178ns] mycpu : pc = 1c012748, inst = 1400000c, reg = 12, val = 00000000
[0000161180ns] mycpu : pc = 1c01274c, inst = 0280018c, reg = 12, val = 00000000
[0000161190ns] mycpu : pc = 1c012750, inst = 15ee56ed, reg = 13, val = f72b7000
[0000161200ns] mycpu : pc = 1c012754, inst = 02b201ad, reg = 13, val = f72b6c80
[0000161202ns] mycpu : pc = 1c012758, inst = 1400000b, reg = 11, val = 00000000
[0000161204ns] mycpu : pc = 1c01275c, inst = 0280016b, reg = 11, val = 00000000
[0000161222ns] mycpu : pc = 1c012760, inst = 0014b58a, reg = 10, val = 00000000
[0000161248ns] mycpu : pc = 1c012764, inst = 5c054d4b, reg = 00, val = 00000000
[0000161250ns] mycpu : pc = 1c012768, inst = 1400000c, reg = 12, val = 00000000
[0000161252ns] mycpu : pc = 1c01276c, inst = 0280018c, reg = 12, val = 00000000
[0000161268ns] mycpu : pc = 1c012770, inst = 1544f06d, reg = 13, val = a2783000
[0000161284ns] mycpu : pc = 1c012774, inst = 028001ad, reg = 13, val = a2783000
[0000161286ns] mycpu : pc = 1c012778, inst = 1400000b, reg = 11, val = 00000000
[0000161288ns] mycpu : pc = 1c01277c, inst = 0280016b, reg = 11, val = 00000000
[0000161304ns] mycpu : pc = 1c012780, inst = 0014b58a, reg = 10, val = 00000000
[0000161322ns] mycpu : pc = 1c012784, inst = 5c052d4b, reg = 00, val = 00000000
